,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
160510,113425.0,0.0098166094720999,0.677585692268156,0.0900756864751622,-0.791718663000535,0.61647303557631,-0.578877897695648,0.793637226480068,0.0429035284505077,-0.082059376032504,-0.202396832466857,0.135501768701324,0.0156715110377796,-1.22347809631726,0.527349360101558,-0.932324217593049,0.299134579303625,-0.761310547794615,0.0547112609947577,0.393534172204945,-0.0815667795262614,-0.251315334530815,-0.649639639353605,0.0206127777522653,-0.533529002614845,-0.495936126001442,0.154480082001207,0.233320877101541,0.0804663325382231,3.56,0
12369,21662.0,-18.0185611876771,10.5586001882538,-24.6677412485732,11.7861803616399,-10.564656569212,-2.64568119936245,-18.02346767268,2.69365540308048,-6.21946362785238,-12.7447607871859,9.31813768535999,-13.3778574339457,1.02192386777466,-12.7843458873548,-0.451145843251939,-7.55136493140559,-11.3259968724596,-4.70125277749548,0.516317073274611,1.00770320533757,-2.31947946208034,0.908838783150801,1.35290370698024,-1.05922233762791,0.185750941504222,0.687037383632165,2.07808058379956,-1.42951702264525,1.0,1
284233,172262.0,2.03917669921876,0.0566378422725986,-1.82190977929879,0.228196492196973,0.619504992032515,-0.304332089235785,0.0413390434048744,-0.0248715425239465,0.306417392092263,-0.208334960186658,0.848935958880349,0.568357109220376,-0.320870409258127,-0.59007004400229,-0.386771323679584,0.559956068127691,0.188399454419072,0.24177562176876,0.386903897725148,-0.158168396728083,-0.329460822202371,-0.894846264636584,0.298205240604591,0.11679508810511,-0.275458081100267,0.179107505379109,-0.0665476896111193,-0.0445585637843776,4.49,0
92777,64093.0,-6.13398694801985,2.94149944882418,-5.59398556768425,3.25884522291112,-5.31551221858167,-0.637327763117765,-4.47648804491816,1.69599358704814,-1.60674315131804,-5.11725920989043,3.97722223959189,-8.06609609331146,-0.760887591756867,-8.66077095912039,2.22023798968633,-6.23759654204862,-11.0463816554829,-4.15587936834903,1.76361087438004,-0.815086315781228,0.86833985051032,0.793736498280638,0.217346586657621,-0.0219850652442062,0.145881913923651,0.665087660642875,-1.68418604869422,0.31019546302906,294.9,1
152019,96717.0,-3.7058559456413,4.10787318567637,-3.80365599543613,1.71031444791959,-3.58246604635748,1.4697289395611,-9.62156012711908,-11.9131046925977,-0.322296771337166,-6.62569249371823,2.17523030559549,-4.38107755793604,2.06329870945929,-0.673818453194249,1.40076321660287,-4.25492662033392,-5.16021301572915,-1.30252591599748,2.59445276115475,3.63960274068724,-5.49877168010629,2.94147540326902,0.916235852911927,-0.25550447969595,-0.18383483865098,-0.584538952417976,-0.315483570351021,-0.0972228121259146,1.0,1
154718,102669.0,-5.60369027985602,5.22219270751471,-7.51682997724608,8.11772427554261,-2.75685795265464,-1.57456462233583,-6.33034325040366,2.99841888080239,-4.50816689310713,-7.33437708370839,7.18872396524447,-10.6551809118898,2.59467986078199,-10.242859083204,-0.191158119172494,-5.50433407013933,-8.69777741257031,-1.93422536185434,1.95874993153475,0.227525994742654,1.24289620552409,0.428408392466797,-0.101183595116722,-0.520199121186447,-0.176937756589733,0.461449982566097,-0.106625180749266,-0.479661947808134,0.0,1
83934,60096.0,-0.0576755433240344,-0.403032289238669,1.58379205760161,-2.05328868932186,-0.893791529527394,-0.0865538095503985,-0.415519448179284,0.0211525145030729,-2.39465481792562,0.901695101322121,-0.556330160284471,-0.793374561392548,1.24825352415977,-0.633007442523065,0.741787190898445,-0.496453781043672,0.542651991368587,-0.330879884802938,-0.331144896254127,-0.186354427491818,-0.26921243315942,-0.435972329044614,0.093908120779297,-0.32292141461661,-0.289204103721165,-0.40100886530211,0.0795400625744068,0.0313533198582356,34.0,0
221018,142394.0,-3.36776957405755,0.0992494427033949,-6.14848744863103,3.40195536781235,0.458306649432465,-1.57162971516015,-1.35870798100218,0.672409368648482,-3.18800116217364,-4.93742665954554,3.72393253444097,-4.60317614883077,1.0191795522313,-6.61909019992345,-0.590223955779135,-4.47254755736649,-7.16504438660351,-1.58112819134185,1.93037970885184,0.264698703752275,0.861308008231813,1.24930138847935,1.85062715893443,-0.117471200405974,1.21981539606006,0.0002506190192774,1.03601138278301,0.0043667546240766,320.01,1
6446,7672.0,0.702709900098753,2.42643280600508,-5.23451329584052,4.41666124290876,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.911337122229195,-0.166199039175942,-5.00924850212751,4.67572941865677,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.55419726345897,0.422743129198702,0.551179689117248,-0.0098023573132531,0.721698230069415,0.473245751402033,-1.9593037711687,0.31947554010746,0.600484916486359,0.129305225096566,1.0,1
279031,168601.0,-0.398329860471364,1.25992158252862,-0.619295510619735,-0.147574455879034,0.457201693423742,-1.21659652228952,0.949397348333494,0.0659205821252322,-0.551319098186127,-1.33847286353578,-0.549736690677213,0.280211236408367,0.830011994349897,-0.604764044803261,0.594292417927998,0.0198937139869438,0.625865104968996,0.604418203199452,-0.169778740645648,-0.0494044393731501,0.419427289492679,1.17769161420743,-0.106866110511617,-0.0785071613205964,-0.426525962025304,-0.158847028667472,0.101707248143382,0.179458212616969,49.6,0
57436,47911.0,1.56315171988022,-1.03027783516521,0.312981924868574,-1.76860375209744,-0.981040134918365,0.325992930063246,-1.28544688091043,0.0043424684830787,-1.99840853618066,1.55472041660085,0.235008825125188,0.165801123326644,2.30436278818413,-0.695509994036151,0.0659426764992009,0.368487213841831,-0.460486701795747,1.05208767713966,0.351156162949023,-0.175759389610376,-0.0835213670694123,0.234907951013297,-0.195130306870157,-0.995966993467982,0.546554758405305,-0.0409199307168301,0.0576431314479008,0.0056691186283988,6.7,0
239800,150276.0,2.05115476491442,-0.0367633962336831,-2.04457722412593,-0.0144578095631983,0.358055163430666,-1.49827906778884,0.641815890587381,-0.395499186848404,0.1063820633395,0.210124770909269,1.00942451641899,0.394241755146466,-1.33528783769641,1.25077354314957,-0.162803919139518,-0.478717904486931,-0.349102431790158,-0.0303632106628771,0.293721188602843,-0.291875487639465,0.205388436024043,0.631646470495493,-0.0339209259326941,0.0470199908186699,0.339698176214798,0.223327957324296,-0.0961170296292236,-0.0890480024560548,15.41,0
27738,34684.0,-2.43923696855219,2.59145816263611,-2.84012564998452,1.28624391005241,-1.7770161908324,-1.4361387710222,-2.20605624197635,-2.28272485775905,-0.292885036315821,-3.71744992918956,3.90739912775712,-7.22000368560677,-1.21173934568755,-9.6576265944335,0.927517899548728,-4.73866234284944,-9.27663556929158,-3.08196108095709,0.17774563450317,0.513529864634298,1.77446009213068,-0.771389807551225,0.0657267026225069,0.103915744896627,-0.0575779255552146,0.24265246086543,-0.268649222026483,-0.743712586038479,125.3,1
131744,79720.0,-1.71153761842003,0.99876390026182,1.59632418115054,2.81808842586266,0.433961605605085,1.00865357474813,0.0564852272855024,0.310593112895658,-0.543286616962538,1.69393811922816,0.670482523774774,0.278889216390686,-0.360215126583805,-0.224599798659853,-0.427121779626452,-0.707095305532524,0.338324224538794,-0.0318842928093563,1.24153746281838,0.169046615552675,-0.0887184709997637,0.380327635399892,-0.313696286031608,-0.275043231116923,0.0109318554311921,0.275880922004498,-0.308698105171191,-0.258146104667328,8.28,0
234923,148173.0,2.25144614683597,-1.35111636295721,-1.59893296642967,-1.60522236083105,-0.821623748458346,-0.81467645516654,-0.676863922103597,-0.33846482987819,-1.78228075582181,1.79161092702159,0.409375120359443,-0.0584126309871334,0.768686883102662,-0.122095563749538,-1.22263777127017,-0.753217426156627,0.267467598035047,0.550215733169169,0.19739803920618,-0.335879906376119,0.250442024950394,1.24258398740846,-0.174818760173519,-0.261711821547712,0.392206858191591,0.287569975403515,-0.0260878322682412,-0.0761461736761487,50.0,0
150662,93853.0,-5.83919161928092,7.1515323543223,-12.8167600806187,7.03111476501099,-9.6512721679897,-2.93842725771624,-11.5432071690832,4.84362653179436,-3.49427572506535,-13.3207888671784,8.46024444901677,-17.003289445516,0.101556614891384,-14.094451660329,0.747030766392512,-12.6616957230679,-18.9124938172188,-6.62697484523061,4.00892074227194,0.0556838813863639,2.46205591127559,1.05486518382957,0.530480596078193,0.472669814042592,-0.275997967880675,0.282435024801752,0.104886020210564,0.254417096767513,316.06,1
163586,116067.0,0.949240654782111,1.33351901279168,-4.85540201400676,1.83500588341825,-1.05324529225553,-2.56282606985029,-2.2869856262026,0.260906489976679,-0.895365545923127,-4.54261203828437,2.45371037821171,-4.92519869522976,-1.20041197086128,-6.42437211273331,1.01489749133407,-3.12942132163446,-5.14703878335167,-1.81543652928925,0.520496923051347,0.424608328846183,0.306598169644708,-0.854626651528392,0.101176995923819,-0.281497410249515,0.0244439388949186,-0.107944111820021,0.625288550407281,0.315677390712111,65.0,1
229712,146022.0,0.908636658181293,2.84902401493181,-5.64734296336341,6.00941477810058,0.216656395035464,-2.39701442397293,-1.81930788593969,0.338526987742346,-2.81988277297887,-4.06309810827338,2.94119009271712,-6.15136219091534,-1.98952853525001,-9.15095100562097,-0.604289998808266,-1.95229039984463,-2.89255533222526,-0.912057960709434,-1.56373996709776,0.241921294746754,0.407260461266497,-0.397434852530952,-0.0800058534116311,-0.168596545191964,0.465058497798457,0.210509756241616,0.648704799002062,0.360224330288316,1.18,1
262560,160537.0,0.567539266873172,3.30938527728796,-6.63126848884588,6.39457369583463,-0.0541723256891658,-2.39653528063935,-2.79248887303506,0.514811021472804,-3.54178025732386,-5.33475387061743,3.61873721262172,-7.10148829773798,-0.442125291870087,-11.0816168429851,-0.813721638541621,-3.30289861059986,-5.84890261106356,-1.85063546419134,-1.01863859540215,0.555411780502512,0.614220932245907,-0.365047253101859,-0.180408542452136,-0.52327142948781,0.645054313073713,0.246465837556682,0.902675054512292,0.47357149999817,4.69,1
255403,157207.0,1.17075621526687,2.50103820829712,-4.9861592332247,5.37416005823382,0.997798392058317,-1.25900447846418,-1.23768881403143,0.358425624933301,-2.61248850396066,-3.06472953093127,3.48060170327307,-3.73515295429888,-0.594777601745956,-8.22995199210048,-1.47609403608015,-0.408470612919959,-1.48128347210329,0.347626692232083,-1.16441437126035,0.227618255472955,0.123145442805288,-0.713201110003824,-0.0808679133866204,-0.964310260780621,0.338567587684323,0.068629851804667,0.481587901111279,0.268225854368505,4.97,1
201601,133958.0,0.523819919016188,1.53170785726036,-4.17639013427384,3.58461483133399,-1.0239540327136,-0.502471057563059,-1.89196555656987,0.878416852102108,-1.54194215137035,-2.64940583024547,3.21163365301808,-2.58749931359948,0.257070951089721,-4.68380643176166,0.912636545134862,-2.6957897292607,-3.03516584667273,0.0968148690279061,2.06569197047395,0.621803834572887,0.851859435194308,1.17692695536704,0.453553280805087,0.485211207096414,-0.500686838721807,-0.10828410995489,0.269476548870234,-0.0632454644135228,130.21,1
17453,28726.0,-29.8763655139763,16.4345245512223,-30.5586968214292,6.50586178736296,-21.6656542956569,-4.94035632949796,-20.0813910746494,19.5877726234404,-3.59149104711596,-7.80059820772759,3.94783971729026,-5.4879114860488,1.36994034924206,-4.82955244300835,-0.134412095441135,-5.12116240451142,-11.1181904509172,-4.65995586983801,0.608930080519071,1.72477883837961,1.81295397464878,-2.23225158753151,-1.41280344282556,0.178731069561437,2.15604185816706,-0.20938462411377,1.25564890085966,0.364530452975509,99.99,1
174257,121841.0,2.0980726938927,0.0722509095230701,-1.86691551843357,0.43194786670299,0.686921505056536,-0.749299626974219,0.538081998325696,-0.400746363102296,0.219551951605048,0.0957382727187736,-1.03737085176131,0.707993619804052,0.889075158730256,0.204893404926633,-0.498058937795493,-0.505985596861893,-0.283338340812453,-0.782775153707362,0.26034143862397,-0.130746125351665,-0.0384684764415712,0.0975360498624402,0.048351813921576,0.549698208001057,0.306953186677601,0.358452294653671,-0.083615410072941,-0.0666018865856032,12.99,0
186620,127181.0,-3.41122938165162,0.40608296451192,-2.59377715798809,-0.215284010739347,0.275337722749054,-0.675101971560472,-0.167482359915591,1.23278884071334,-0.329559911493825,-0.617270892048542,0.361909609301061,1.40873133630685,1.1323810934091,-0.190344826830481,-0.883974364697882,1.16655072102565,0.382376103055004,0.38957467456186,0.309057896325139,-0.867623772279306,-0.423652161912551,-0.754490121684696,0.618739118502444,0.155630250651616,-0.148825873082517,0.0922349591916983,-0.412225825242677,-0.882876107191498,1.98,0
87354,61646.0,-1.52230450950001,1.50515204317029,0.372364350808073,2.28686855813503,-0.526518744404641,0.998593092488712,-1.0875560400314,-0.027248402908359,-0.533001251290556,0.169572797878818,2.79039639060721,-2.31695189213093,-0.78253178710191,-3.43173796295146,-0.527701760836688,-3.2935576903327,-3.90149898369755,-2.52544048175208,0.79514422023384,0.412800620721233,0.332216175668172,0.493980864616249,-0.0801982925908616,-0.253327337787628,-0.477799682605952,0.991739677999628,-0.952553959120801,-0.39036399798095,19.04,1
272745,165247.0,1.79334949090524,-0.767807327703533,-0.228462563583181,0.465811914393512,-0.944392541759577,-0.235370739981253,-0.711553012037091,0.119788498040694,1.07400931651515,0.152012201872047,0.750258375211367,0.806748409942407,-0.498890737734333,0.0720066258389492,-0.243800512812927,0.463881813350571,-0.610671259483831,0.453085846151565,-0.101281048498447,-0.0828603811523852,0.260914875358429,0.761643721389189,0.114139221365377,0.0648904146395007,-0.382507571982456,0.543243435627477,-0.0364853688392015,-0.0454822749219936,79.99,0
181966,125200.0,-0.769171691743673,1.3422122564916,-2.1714541366788,-0.151513299728476,-0.648374467317641,-0.973504253142134,-1.70665765414268,0.313744516691369,-1.98230184657376,-3.15812700566592,1.3415717221686,-3.29947236985172,1.24764737362737,-6.39337284276668,-0.0532048016171774,-3.25804634128955,-3.34889609796046,0.217330714330335,-0.917407954929339,-0.102294252090737,-0.0361222946216654,-0.753591202726119,-0.0471133973013113,0.358492767536875,-0.287406815695466,0.476505957022081,0.250530561357973,0.250987222920341,40.0,1
182992,125612.0,1.88961791435199,1.07309853428207,-1.67801752213825,4.17326819444992,1.01551580609762,-0.0093890345376856,-0.0797056036973578,0.0640708218352963,-0.714516675807338,0.0422275201898101,-0.408402781057003,-0.929370065771482,0.0586863166856154,-3.51284546122181,-0.164612974126633,2.06985302474878,1.7333815808837,1.58075796212324,-2.33518537609962,-0.15357026465285,0.203727978494943,0.733795720552592,-0.0365597489616082,0.334305770703597,0.147171035637962,0.279556488222951,0.0316687807243937,0.0358833226413502,3.22,1
68320,52934.0,1.03663855772541,0.407227280182074,0.75770616494457,3.16182144737059,-0.568122226356034,0.202180695126505,-0.68980405626803,0.41137993906161,0.336769232300548,-0.283731283967387,0.90311745288141,-0.158825775049249,-1.93070901899978,-2.37665364067708,-1.8101724846962,0.935791272330693,1.59150614830401,1.25947071382768,-0.666806394320072,-0.219461074162075,-0.0501076222906236,0.123760575662397,-0.132567901550036,0.350230553629671,0.507701400813083,0.189620904934317,0.0610156660255082,0.0631412801847289,0.76,1
280143,169347.0,1.37855899734127,1.28938093711056,-5.00424678441137,1.4118498419441,0.442580635567782,-1.3265359338336,-1.41316995590712,0.248525467627175,-1.12739593417081,-3.23215317539514,2.8584658156696,-3.09691489835154,-0.792532436177748,-5.21014084572584,-0.613803263850514,-2.15529688535221,-3.26711568106648,-0.68850546268346,0.737657217477667,0.226137945500703,0.370611857232494,0.0282344454140697,-0.145640429197154,-0.0810494069107769,0.521874501959455,0.739467256056059,0.389151843520624,0.186636547522687,0.76,1
57439,47912.0,-1.74857013814625,-0.700924234594261,1.76313026338613,1.77087308619026,0.4698696470388,-0.415341620339145,-1.24007073495114,0.763881290928265,-0.124917811193238,-0.440634291885368,-0.653888928574202,0.694134123532206,0.86813569602925,0.0340997607113916,1.06214973398159,-0.403546273265891,0.372660805389949,0.0572110327432835,0.226881354044503,0.397495839189779,0.4764886731408,0.946867040230707,-0.093856765542914,0.143366282515275,-0.555884437835511,-0.193613512777989,0.167927256419842,-0.133850330546529,1.0,0
623,472.0,-3.0435406239976,-3.15730712090228,1.08846277997285,2.2886436183814,1.35980512966107,-1.06482252298131,0.325574266158614,-0.0677936531906277,-0.270952836226548,-0.838586564582682,-0.414575448285725,-0.503140859566824,0.676501544635863,-1.69202893305906,2.00063483909015,0.666779695901966,0.599717413841732,1.72532100745514,0.283344830149495,2.10233879259444,0.661695924845707,0.435477208966341,1.37596574254306,-0.293803152734021,0.279798031841214,-0.145361714815161,-0.252773122530705,0.0357642251788156,529.0,1
150666,93860.0,-10.8502815883108,6.72746568826853,-16.760583409542,8.42583167857118,-10.2526968683093,-4.19217104406337,-14.0770860104531,7.16828793346092,-3.68324217370244,-15.2399619587112,8.03070840755191,-16.0603057628826,0.270529742348469,-14.9529810390579,-0.241094883743813,-11.866730636746,-15.4869899240937,-5.74865155747378,4.1300314273319,-0.646818272966729,2.5416369467068,0.135534921100722,-1.02396689219897,0.40626452579196,0.106592778669641,-0.0262323892202069,-1.46463002356247,-0.411681819907858,78.0,1
95534,65358.0,1.1939160689293,-0.571085006532232,0.742522413618004,-0.0145876823031251,-0.624560898094263,0.832161659907577,-0.833350424512102,0.272896998506182,1.16942539891152,-0.371671945168217,-0.245676823310174,1.37594135044076,0.870456831276252,-0.819319364809584,-1.55090356200859,0.125852995600752,-0.397245548944671,0.272377065433488,1.22602219788409,0.062908129152134,-0.0495024276847497,0.207265101065706,-0.265271877292053,-0.67929377017329,0.511811527633814,1.24660443744052,-0.0286711040907993,-0.0061120075977227,31.91,1
102445,68207.0,-13.1926709562391,12.785970638298,-9.90665002092758,3.32033688288942,-4.80117593230105,5.76005855618556,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.05250236713858,4.40680552357904,-4.61075647740608,-1.90948796970811,-9.07271093398351,-0.226074450896345,-6.21155748212485,-6.24814535335983,-3.14924669470095,0.0515761185277783,-3.49304991519446,27.2028391573154,-8.88701714094871,5.30360690376998,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.939407362758877,1.0,1
12261,21419.0,-17.4677100117887,10.1148157246654,-24.2021422329158,11.8054692105913,-10.1980458075926,-2.5799380080012,-17.6567879964837,2.25690247596699,-6.24214930949065,-12.8306571996417,9.44266526535108,-13.5474858999444,0.960728558325579,-13.0287170264518,-0.426674498701321,-7.65266166506753,-11.4853277896478,-4.72136957553102,0.550519004149565,1.00151850195952,-2.32802441621057,0.940830319350178,1.29681706144136,-1.05510390359967,0.11179202805362,0.679694612203418,2.09354057112569,-1.42549145377361,1.0,1
170722,120325.0,-1.50832364270369,-1.8859711100441,0.562932999327854,-2.38545461339273,2.49249608937654,-2.0758754814756,-0.356141707748445,-0.262900997695584,-1.34552944021488,0.26801679121705,0.688480395872055,0.166892047950991,0.866541013060828,-0.245364669052326,-1.44344105241041,1.35997380907223,-0.819297503765877,-0.841607981560994,-0.511605307244202,0.548138109544352,0.683502884614049,1.46798097925489,-0.077919103583656,-0.331772216009655,0.15457317505411,-0.212628409472473,-0.134447382720933,-0.0462271916811007,15.0,0
116106,74146.0,1.139164006876,0.280010895970942,0.563474296131947,1.46382582779861,-0.228518861892134,-0.351844795831815,0.142361183192476,-0.0918618421321213,0.125648258676745,-0.153503498371695,-0.0829590213828226,1.14019039197956,0.755272379854285,-0.101806988848129,-0.222009970494418,-0.862988964558826,0.328940321028598,-1.20092125248762,-0.497951623965508,-0.137662315623225,-0.068402005194263,0.0812720059887112,-0.034978010833057,0.434193413989237,0.650611684876775,-0.335768788567,0.0462640240705992,0.021530157146206,10.0,0
9035,12597.0,-2.58961719821269,7.01671438495857,-13.7054072869097,10.3432280604117,-2.95446103475574,-3.05511578527804,-9.3012886151434,3.34957336071614,-5.65421202641103,-11.853866972601,11.6692047358121,-17.2286622386187,0.0555715664836118,-18.4937733551053,-0.304172113519045,-10.6294973901353,-14.4412111342765,-5.10548646597228,1.2702262705049,1.48885519236896,1.88773772551451,0.333998184533223,0.28765904061745,-1.18640640906644,-0.690272670076388,0.631703772210546,1.93422076005943,0.789687172212655,1.0,1
23422,32745.0,-2.17913506011513,0.0202179180614602,-2.18273279614299,2.57204626116115,-3.6637331119316,0.0815679330899005,0.268048730691862,0.660437428502318,-2.37402736257173,-3.58281002008802,1.97582106179607,-3.50054226479879,0.170681027067223,-2.73594037401519,1.67025110352247,-4.04629299726117,-5.07947908460579,-2.58685704537203,1.66926055335833,1.95796029993605,1.02642111100453,0.299613501640326,1.65680000734873,0.328432501784239,0.106456827905221,0.691774505774569,0.196778974067123,0.241085157494976,717.15,1
150679,93879.0,-12.8336314219519,7.50878980635543,-20.4919522106577,7.46577999198461,-11.5753037055975,-5.14099947650773,-14.0205637048257,8.33212047126021,-4.33771253089739,-15.5637913387301,7.61081978841573,-15.5923232225286,0.504789055226229,-13.2478885958622,-0.796526030140245,-10.3423283585648,-16.0445243414767,-5.8821359384126,1.57369789640089,-1.37892322363159,2.96684240389381,0.615344322057327,-0.766494757432984,0.431261005079751,-0.104974994617143,-0.0100913270781415,-2.4008113496639,-0.720556600051925,104.03,1
54102,46287.0,1.16351179360326,-0.444363882202897,1.12275255144319,0.433121836349831,-1.26012028895413,-0.354036975810539,-0.668517112643525,0.0997981240356888,1.24773346800881,-0.377146269100326,-0.94660273157842,0.148260646348596,-0.779540724831984,-0.400377539292241,-0.259593729696759,-0.0411672006556794,0.166085426514528,-0.536761176026462,0.396643269735441,-0.086236767984185,-0.228997808747876,-0.489407999458625,0.0705599494872606,0.443107998273774,0.107173603491419,0.91076488284893,-0.0405849405103588,0.017347341435461,30.0,0
41395,40662.0,-4.44684654752268,-0.0147931576652609,-5.12630699550863,6.94512997633611,5.26925534782033,-4.29717716297717,-2.59124168468427,0.342670615268881,-3.88066304488519,-3.97652513857503,5.73008435556377,-5.03186814827248,-1.13543910933334,-10.7870505700202,0.265456230525684,-1.10421746262461,0.636412737308571,0.994101368746143,-0.688720555143152,-0.108006422684084,0.247912823388783,-0.0495861794607239,-0.226016961592253,-0.401235601042542,0.856123603036307,0.661272426708284,0.492559738814261,0.971834350005126,1.0,1
41911,40883.0,1.39097554181582,-0.780111158466521,0.441790129015478,-1.04671229363372,-0.795341434772291,0.372483117825531,-1.1137394946499,0.147898495625657,-0.610599692490319,0.762450180174775,0.23415555625237,-0.236739339126514,0.74583084823923,-0.38391250716646,0.483120106373411,2.05384881503952,-0.695453857306241,0.0463693983630121,1.00788061324769,0.199783528302952,0.359519043629741,0.937053301763143,-0.298766330175391,-0.940604128261691,0.578177319547097,0.0127478753269048,0.0303705628652445,0.005974920513197,29.99,0
